;c;s;cr
7880;1;1;2
7881;2;1;1
7882;1;2;1
7883;1;1;1
7884;1;1;1
7885;2;1;1
7886;1;1;2
7887;1;2;2
7888;1;2;2
7889;2;2;2
7890;2;1;1
7891;1;2;2
7892;1;2;1
7893;1;1;1
7894;2;1;1
7895;2;2;1
7896;1;2;1
7897;2;2;2
7898;1;1;2
7899;2;1;1
7900;1;1;2
7901;2;1;2
7902;1;1;1
7903;1;1;1
7904;1;1;2
7905;2;2;2
7906;1;1;2
7907;2;1;2
7908;2;1;1
7909;1;1;1
7910;1;2;1
7911;1;1;2
7912;2;1;1
7913;1;2;2
7914;1;1;1
7915;2;2;2
7916;2;2;2
7917;1;1;2
7918;2;1;2
7919;2;2;2
7920;2;1;1
7921;2;2;1
7922;1;2;1
7923;2;1;1
7924;2;1;1
7925;2;2;2
7926;2;2;2
7927;1;2;1
7928;1;2;1
7929;2;2;1
7930;1;1;1
7931;1;1;1
7932;2;1;2
7933;2;1;1
7934;1;2;2
7935;2;2;1
7936;1;1;1
7937;1;2;1
7938;2;2;1
7939;1;2;2
7940;2;2;2
7941;1;2;2
7942;2;2;2
7943;2;2;2
7944;1;2;2
7945;2;1;1
7946;1;2;1
7947;1;2;2
7948;2;2;2
7949;1;1;1
7950;1;1;1
7951;2;2;1
7952;2;2;1
7953;2;2;2
7954;2;1;2
7955;2;2;2
7956;2;1;2
7957;1;2;2
7958;2;2;2
7959;1;2;2
7960;1;2;1
7961;1;2;2
7962;2;1;1
7963;2;2;1
7964;1;1;1
7965;1;1;2
7966;1;1;2
7967;2;2;1
7968;1;2;1
7969;2;1;2
7970;1;2;2
7971;1;2;1
7972;1;2;2
7973;1;2;2
7974;1;2;2
7975;2;1;2
7976;2;1;1
7977;1;1;1
7978;2;2;2
7979;1;2;1
7980;2;2;1
7981;2;2;2
7982;2;2;1
7983;1;2;1
7984;1;1;2
7985;1;1;1
7986;2;1;1
7987;1;2;2
7988;2;2;2
7989;2;2;1
7990;1;1;2
7991;2;1;2
7992;2;2;1
7993;2;2;1
7994;1;1;2
7995;1;2;2
7996;1;2;2
7997;1;1;1
7998;2;1;1
7999;1;1;2
8000;2;1;2
8001;2;1;2
8002;1;2;2
8003;1;2;2
8004;1;1;1
8005;2;2;1
8006;2;1;1
8007;2;2;2
8008;2;1;2
8009;1;1;2
8010;1;2;2
8011;2;2;1
8012;2;2;2
8013;2;2;2
8014;1;1;1
8015;1;2;1
8016;1;2;1
8017;1;1;1
8018;1;2;1
8019;1;1;2
8020;1;2;1
8021;2;2;1
8022;2;1;1
8023;2;1;2
8024;1;1;1
8025;1;1;2
8026;1;1;2
8027;2;1;1
8028;2;1;1
8029;2;1;2
8030;2;1;1
8031;1;1;2
8032;2;2;1
8033;2;1;1
8034;2;1;2
8035;1;1;1
8036;1;2;2
8037;2;2;1
8038;1;2;1
8039;1;2;2
8040;1;1;1
8041;1;1;1
8042;2;2;2
8043;2;2;1
8044;1;2;1
8045;1;1;2
8046;1;1;1
8047;2;1;2
8048;1;2;2
8049;1;1;1
8050;2;1;1
8051;2;1;2
8052;1;2;2
8053;1;1;1
8054;2;1;2
8055;2;1;1
8056;2;2;2
8057;2;1;2
8058;1;1;2
8059;1;2;1
8060;2;1;1
8061;1;1;2
8062;2;2;2
8063;1;2;2
8064;2;2;2
8065;1;1;1
8066;2;2;2
8067;1;2;1
8068;2;1;1
8069;2;2;2
8070;2;2;2
8071;2;1;2
8072;2;1;2
8073;2;1;2
8074;1;1;2
8075;1;1;1
8076;1;1;1
8077;2;2;1
8078;1;2;2
8079;1;2;2
8080;2;1;1
8081;1;1;1
8082;2;1;1
8083;1;2;2
8084;2;2;1
8085;1;1;1
8086;2;1;1
8087;1;1;2
8088;2;1;1
8089;2;1;2
8090;1;2;2
8091;1;1;1
8092;1;2;1
8093;2;1;1
8094;2;1;2
8095;1;1;2
8096;1;2;1
8097;2;1;2
8098;2;1;1
8099;1;2;2
8100;2;2;2
8101;1;1;1
8102;2;1;1
8103;2;2;1
8104;1;2;1
8105;2;1;1
8106;1;2;1
8107;2;1;2
8108;1;1;1
8109;2;1;2
8110;2;1;1
8111;2;1;1
8112;2;1;1
8113;1;1;1
8114;2;1;1
8115;1;1;2
8116;1;1;1
8117;1;2;2
8118;2;1;1
8119;1;1;2
8120;1;1;2
8121;1;2;1
8122;1;2;2
8123;2;2;1
8124;2;2;1
8125;2;2;1
8126;1;1;2
8127;2;2;2
8128;2;1;1
8129;2;1;2
8130;2;1;1
8131;2;2;2
8132;1;2;1
8133;2;2;2
8134;2;1;1
8135;1;1;2
8136;2;1;1
8137;1;2;1
8138;2;2;2
8139;1;2;2
8140;2;1;1
8141;2;1;1
8142;1;2;2
8143;2;2;2
8144;1;1;1
8145;2;1;1
8146;1;2;2
8147;1;2;2
8148;1;2;2
8149;1;2;2
8150;2;1;1
8151;2;2;1
8152;1;1;1
8153;2;2;1
8154;2;1;1
8155;1;1;1
8156;1;2;2
8157;1;1;2
8158;2;1;2
8159;1;2;2
8160;1;1;1
8161;1;1;1
8162;2;2;1
8163;2;1;1
8164;2;1;1
8165;2;2;1
8166;2;2;2
8167;1;1;1
8168;1;2;2
8169;2;1;1
8170;2;2;1
8171;1;2;1
8172;2;1;1
8173;2;1;2
8174;2;1;1
8175;1;2;1
8176;2;1;2
8177;1;1;2
8178;2;2;2
8179;2;1;1
8180;2;1;2
8181;2;1;2
8182;2;1;2
8183;1;1;1
8184;1;1;2
8185;1;1;1
8186;2;1;1
8187;1;1;1
8188;1;1;1
8189;2;1;2
8190;1;2;1
8191;1;2;2
8192;2;1;1
8193;2;2;2
8194;1;2;2
8195;2;2;2
8196;2;1;1
8197;1;2;1
8198;1;2;2
8199;2;1;2
8200;1;1;1
8201;2;2;1
8202;2;1;2
8203;2;2;1
8204;1;1;2
8205;1;1;2
8206;2;1;2
8207;2;2;1
8208;1;1;1
8209;2;1;1
8210;1;1;1
8211;2;2;1
8212;1;1;2
8213;2;2;1
8214;2;2;1
8215;2;1;1
8216;1;2;2
8217;1;2;2
8218;1;2;2
8219;1;1;2
8220;2;1;2
8221;2;1;1
8222;2;2;2
8223;1;1;1
8224;1;1;2
8225;2;2;2
8226;2;1;2
8227;2;1;1
8228;1;2;2
8229;1;1;1
8230;2;1;1
8231;2;1;2
8232;1;2;1
8233;1;1;2
8234;2;1;2
8235;2;1;2
8236;1;1;2
8237;2;2;1
8238;1;2;2
8239;2;2;2
8240;2;1;1
8241;2;1;1
8242;1;1;1
8243;2;1;2
8244;2;1;1
8245;2;2;1
8246;2;1;2
8247;1;1;1
8248;1;2;1
8249;2;2;2
8250;2;1;2
8251;1;2;2
8252;1;1;1
8253;2;1;2
8254;2;2;1
8255;1;2;1
8256;2;1;2
8257;1;1;1
8258;1;2;2
8259;2;2;1
8260;2;1;1
8261;1;2;2
8262;2;1;1
8263;2;2;1
8264;1;1;1
8265;1;1;1
8266;1;1;1
8267;2;2;2
8268;2;1;1
8269;1;1;2
8270;1;1;2
8271;1;2;2
8272;1;1;1
8273;2;1;2
8274;1;1;1
8275;1;1;2
8276;2;1;2
8277;2;2;2
8278;1;1;1
8279;2;2;2
8280;2;2;2
8281;2;1;1
8282;2;1;1
8283;2;1;2
8284;1;1;2
8285;1;2;1
8286;2;1;1
8287;1;1;1
8288;2;1;1
8289;1;1;2
8290;1;2;2
8291;2;2;1
8292;2;2;2
8293;1;1;1
8294;1;1;2
8295;2;2;2
8296;2;2;1
8297;1;2;1
8298;2;1;1
8299;1;2;1
8300;2;1;2
8301;2;1;2
8302;2;2;1
8303;2;1;1
8304;2;1;2
8305;1;1;1
8306;1;1;2
8307;1;1;2
8308;2;1;2
8309;2;1;2
8310;2;1;1
8311;2;1;1
8312;1;1;1
8313;1;1;2
8314;1;2;1
8315;1;2;2
8316;2;1;1
8317;2;1;2
8318;2;1;2
8319;1;1;1
8320;2;2;2
8321;2;1;2
8322;2;1;1
8323;1;1;1
8324;1;1;2
8325;2;1;1
8326;2;1;2
8327;2;2;1
8328;1;1;1
8329;2;1;1
8330;1;2;2
8331;1;2;2
8332;2;1;1
8333;2;2;1
8334;1;1;1
8335;1;2;2
8336;2;1;1
8337;2;1;1
8338;2;1;1
8339;1;2;2
8340;1;2;2
8341;1;2;1
8342;2;2;2
8343;2;2;2
8344;1;2;1
8345;2;2;1
8346;1;2;1
8347;1;1;1
8348;2;1;1
8349;1;2;1
8350;1;1;1
8351;2;2;2
8352;2;1;1
8353;1;2;1
8354;2;2;2
8355;1;2;2
8356;1;2;1
8357;1;1;1
8358;2;2;1
8359;1;2;1
8360;1;2;1
8361;2;2;1
8362;1;2;2
8363;1;1;1
8364;1;2;2
8365;2;1;1
8366;2;1;2
8367;1;1;1
8368;1;2;2
8369;2;1;2
8370;2;1;1
8371;2;2;2
8372;1;2;1
8373;1;2;2
8374;1;2;1
8375;1;1;1
8376;1;2;2
8377;2;2;1
8378;2;2;1
8379;1;2;1
8380;1;1;1
8381;1;1;2
8382;1;1;1
8383;1;2;1
8384;1;2;1
8385;2;2;1
8386;2;2;1
8387;1;1;2
8388;2;2;2
8389;2;2;1
8390;1;1;1
8391;1;2;1
8392;1;1;2
8393;2;2;2
8394;2;2;1
8395;2;1;1
8396;1;2;1
8397;2;2;2
8398;2;2;2
8399;1;2;2
8400;2;1;1
8401;2;2;1
8402;1;1;1
8403;1;1;1
8404;2;1;2
8405;1;2;1
8406;1;2;1
8407;1;2;1
8408;2;1;2
8409;1;2;1
8410;2;2;1
8411;1;1;2
8412;1;1;2
8413;1;1;1
8414;2;1;1
8415;1;1;2
8416;1;1;1
8417;2;2;2
8418;2;2;1
8419;1;1;2
8420;1;2;1
8421;2;2;1
8422;1;2;2
8423;2;2;1
8424;2;2;1
8425;2;2;1
8426;1;1;2
8427;1;1;1
8428;2;2;2
8429;1;2;1
8430;1;1;2
8431;2;2;2
8432;1;1;1
8433;1;1;1
8434;2;1;1
8435;1;2;1
8436;1;1;1
8437;2;2;1
8438;1;2;1
8439;1;2;2
8440;2;2;1
8441;1;2;1
8442;2;2;1
8443;2;1;2
8444;2;1;1
8445;1;2;2
8446;2;2;2
8447;2;2;1
8448;1;1;1
8449;1;1;2
8450;2;2;2
8451;2;2;1
8452;1;2;1
8453;2;1;2
8454;2;2;2
8455;1;1;2
8456;1;2;1
8457;2;1;2
8458;1;2;1
8459;2;2;1
8460;1;1;2
8461;2;2;2
8462;2;1;1
8463;1;1;1
8464;2;1;2
8465;2;2;2
8466;2;1;2
8467;1;2;2
8468;1;1;2
8469;2;1;1
8470;1;2;1
8471;2;2;2
8472;1;1;1
8473;1;1;1
8474;2;1;1
8475;1;2;1
8476;1;2;2
8477;1;1;1
8478;1;2;2
8479;2;1;1
8480;1;2;1
8481;1;1;2
8482;2;2;1
8483;2;2;1
8484;2;1;1
8485;2;1;2
8486;1;2;1
8487;2;1;2
8488;1;2;2
8489;2;2;1
8490;2;2;1
8491;1;2;1
8492;2;1;2
8493;2;1;2
8494;1;1;2
8495;1;2;1
8496;2;2;2
8497;1;1;1
8498;2;1;1
8499;2;1;1
8500;1;1;2
8501;1;1;1
8502;1;1;2
8503;2;1;2
8504;1;1;2
8505;1;1;2
8506;1;1;2
8507;1;2;2
8508;2;1;1
8509;2;1;2
8510;2;1;1
8511;1;2;2
8512;2;2;1
8513;1;2;1
8514;1;2;2
8515;2;1;2
8516;1;1;2
8517;2;2;2
8518;1;2;1
8519;1;1;1
8520;2;2;1
8521;2;2;1
8522;2;2;1
8523;2;1;1
8524;2;2;1
8525;1;1;1
8526;1;1;1
8527;1;1;2
8528;1;1;2
8529;2;2;2
8530;2;1;1
8531;2;2;2
8532;1;2;2
8533;2;1;1
8534;1;2;1
8535;2;2;2
8536;2;2;2
8537;1;1;1
8538;1;1;1
8539;2;1;1
8540;1;1;1
8541;2;1;1
8542;1;1;1
8543;2;2;2
8544;2;2;2
8545;1;1;2
8546;1;2;1
8547;2;2;2
8548;2;1;1
8549;2;2;1
8550;1;1;2
8551;2;2;2
8552;2;1;2
8553;1;2;1
8554;2;2;2
8555;2;1;1
8556;1;2;2
8557;1;1;2
8558;2;2;1
8559;2;2;2
8560;1;2;2
8561;2;1;2
8562;2;2;2
8563;2;1;2
8564;1;2;1
8565;2;1;1
8566;2;2;2
8567;2;2;2
8568;1;1;2
8569;1;2;1
8570;2;1;2
8571;1;1;1
8572;2;2;2
8573;2;2;2
8574;2;1;2
8575;1;1;2
8576;2;1;2
8577;1;1;2
8578;1;1;2
8579;2;1;1
8580;1;1;2
8581;2;1;1
8582;2;2;1
8583;2;1;2
8584;2;1;2
8585;2;1;1
8586;2;2;2
8587;1;2;2
8588;1;2;1
8589;2;2;2
8590;2;1;2
8591;2;1;2
8592;1;1;1
8593;2;2;1
8594;2;2;1
8595;1;2;1
8596;1;1;2
8597;1;1;2
8598;2;1;2
8599;1;2;1
8600;1;1;2
8601;1;2;2
8602;2;1;2
8603;2;2;1
8604;1;2;1
8605;2;1;1
8606;1;1;2
8607;1;2;1
8608;2;2;1
8609;1;2;2
8610;2;1;2
8611;2;1;1
8612;1;2;2
8613;2;1;1
8614;1;1;1
8615;1;2;2
8616;2;2;1
8617;1;1;1
8618;1;2;1
8619;1;2;1
8620;1;1;1
8621;2;1;2
8622;2;2;2
8623;1;2;2
8624;1;1;1
8625;2;1;2
8626;1;1;2
8627;1;2;1
8628;2;2;2
8629;1;2;2
8630;1;2;1
8631;2;2;1
8632;2;2;2
8633;1;1;2
8634;1;1;1
8635;1;2;2
8636;2;1;2
8637;2;2;2
8638;1;2;1
8639;2;1;2
8640;1;2;1
8641;2;1;1
8642;1;2;2
8643;1;1;2
8644;1;1;1
8645;2;1;1
8646;2;1;1
8647;1;2;1
8648;1;2;1
8649;2;1;2
8650;1;1;1
8651;1;2;1
8652;1;2;1
8653;1;2;2
8654;1;1;1
8655;2;2;2
8656;2;2;1
8657;2;2;2
8658;2;2;1
8659;1;2;2
8660;1;1;1
8661;1;1;2
8662;2;1;2
8663;2;2;2
8664;2;2;1
8665;1;2;2
8666;2;1;2
8667;1;1;1
8668;1;1;1
8669;2;2;2
8670;1;1;1
8671;1;2;2
8672;2;1;1
8673;1;2;1
8674;2;1;2
8675;2;2;2
8676;1;2;1
8677;2;1;2
8678;2;1;2
8679;1;2;1
8680;1;2;1
8681;1;1;2
8682;2;1;1
8683;1;1;2
8684;1;1;1
8685;2;1;1
8686;2;2;1
8687;2;2;1
8688;2;1;1
8689;2;1;1
8690;2;1;1
8691;2;2;1
8692;1;2;2
8693;1;1;2
8694;1;1;1
8695;2;2;2
8696;2;2;1
8697;2;2;2
8698;1;2;1
8699;1;1;2
8700;1;2;1
8701;2;2;2
8702;1;1;1
8703;1;1;2
8704;2;1;2
8705;2;1;1
8706;2;2;1
8707;2;1;2
8708;2;1;2
8709;1;1;2
8710;2;2;2
8711;1;2;2
8712;1;2;2
8713;1;1;2
8714;2;2;1
8715;1;2;2
8716;2;1;2
8717;2;1;1
8718;1;2;2
8719;2;1;1
8720;1;2;2
8721;1;2;1
8722;1;2;1
8723;1;2;2
8724;2;2;2
8725;2;2;1
8726;2;2;1
8727;1;2;1
8728;2;1;2
8729;2;1;2
8730;2;2;1
8731;1;2;2
8732;1;2;2
8733;1;1;2
8734;1;1;1
8735;2;2;1
8736;1;2;2
8737;2;2;2
8738;1;1;2
8739;2;2;2
8740;1;2;1
8741;2;2;2
8742;1;2;2
8743;1;2;2
8744;2;1;2
8745;2;2;1
8746;1;1;1
8747;1;1;1
8748;1;2;1
8749;1;2;1
8750;1;2;1
8751;1;2;1
8752;2;2;2
8753;2;1;1
8754;2;1;1
8755;2;2;1
8756;1;2;2
8757;2;1;1
8758;1;1;2
8759;2;1;1
8760;2;1;2
8761;1;1;2
8762;1;1;2
8763;2;2;1
8764;2;2;2
8765;1;1;2
8766;1;1;2
8767;1;1;2
8768;1;2;1
8769;1;2;1
8770;2;1;2
8771;2;1;2
8772;2;1;1
8773;2;1;1
8774;1;1;2
8775;2;1;1
8776;2;1;2
8777;1;2;1
8778;2;1;2
8779;2;1;2
8780;2;1;1
8781;1;1;2
8782;2;2;2
8783;2;1;1
8784;2;2;1
8785;2;1;1
8786;1;2;2
8787;1;2;2
8788;1;1;2
8789;2;2;1
8790;2;2;2
8791;2;1;2
8792;1;1;2
8793;1;2;1
8794;1;2;2
8795;1;1;2
8796;2;2;1
8797;2;1;2
8798;1;1;2
8799;1;1;2
8800;1;1;1
8801;1;1;2
8802;2;2;1
8803;2;2;1
8804;1;2;2
8805;1;2;2
8806;2;2;1
8807;2;1;1
8808;2;2;1
8809;1;1;1
8810;2;1;2
8811;2;1;2
8812;2;2;1
8813;1;1;1
8814;1;1;2
8815;1;1;1
8816;1;2;2
8817;2;1;1
8818;1;2;1
8819;2;1;1
8820;1;2;1
8821;1;2;2
8822;1;2;2
8823;2;1;1
8824;2;2;2
8825;2;2;1
8826;2;2;1
8827;1;1;1
8828;1;2;2
8829;1;2;2
8830;1;1;1
8831;2;2;2
8832;1;1;1
8833;1;2;1
8834;2;2;1
8835;1;2;1
8836;2;1;2
8837;1;1;1
8838;1;2;1
8839;1;1;1
8840;2;1;2
8841;1;1;1
8842;2;1;2
8843;2;2;1
8844;1;1;1
8845;1;2;2
8846;2;2;2
8847;1;1;2
8848;1;1;2
8849;2;1;1
8850;2;1;2
8851;1;2;1
8852;1;2;2
8853;1;2;1
8854;2;2;1
8855;2;1;1
8856;2;2;2
8857;1;1;1
8858;1;1;2
8859;1;2;1
8860;1;2;1
8861;1;2;2
8862;2;1;2
8863;1;1;1
8864;2;1;2
8865;1;2;2
8866;2;2;1
8867;2;1;1
8868;2;2;1
8869;1;1;2
8870;2;1;2
8871;2;2;2
8872;2;1;1
8873;2;2;2
8874;1;2;1
8875;1;2;1
8876;1;2;1
8877;1;2;1
8878;1;1;1
8879;1;2;1
8880;1;2;2
8881;1;2;2
8882;2;1;1
8883;1;2;2
8884;2;1;1
8885;1;2;2
8886;1;1;1
8887;2;2;1
8888;1;1;1
8889;1;2;2
8890;2;1;2
8891;2;1;2
8892;2;1;1
8893;1;2;2
8894;2;1;1
8895;2;1;2
8896;1;1;1
8897;1;2;1
8898;2;2;2
8899;1;2;2
8900;2;1;1
8901;2;1;2
8902;1;2;1
8903;1;2;2
8904;2;2;1
8905;2;2;2
8906;2;1;1
8907;2;2;1
8908;2;1;1
8909;1;1;2
8910;1;2;1
8911;2;2;2
8912;2;2;2
8913;2;1;1
8914;1;1;2
8915;1;2;1
8916;2;2;2
8917;2;2;1
8918;1;1;1
8919;2;1;2
8920;2;2;2
8921;1;2;1
8922;1;1;2
8923;1;2;2
8924;1;2;2
8925;2;1;2
8926;2;2;2
8927;1;1;2
8928;1;2;2
8929;1;2;1
8930;2;1;1
8931;2;1;2
8932;2;2;1
8933;1;1;1
8934;1;1;2
8935;2;2;2
8936;1;1;2
8937;2;1;2
8938;2;1;2
8939;2;2;1
8940;2;2;1
8941;2;2;2
8942;1;2;2
8943;1;1;1
8944;1;2;1
8945;1;1;2
8946;1;2;2
8947;2;2;2
8948;2;1;1
8949;2;1;2
8950;2;2;1
8951;2;2;1
8952;1;1;1
8953;1;1;1
8954;2;1;2
8955;1;2;2
8956;1;1;2
8957;2;1;1
8958;2;1;2
8959;1;2;1
8960;2;2;2
8961;2;2;2
8962;1;1;2
8963;2;2;2
8964;2;1;2
8965;2;2;1
8966;2;2;1
8967;1;1;2
8968;2;2;2
8969;2;1;2
8970;2;1;2
8971;2;1;1
8972;1;2;2
8973;2;2;2
8974;2;1;1
8975;1;2;1
8976;1;1;1
8977;2;1;1
8978;1;2;2
8979;2;2;1
8980;1;2;1
8981;1;2;1
8982;1;1;2
8983;2;1;1
8984;2;1;2
8985;1;1;2
8986;2;2;2
8987;2;1;2
8988;2;2;1
8989;1;1;2
8990;2;2;2
8991;1;2;1
8992;1;1;1
8993;1;2;1
8994;1;2;2
8995;2;1;2
8996;1;2;2
8997;2;1;1
8998;1;1;2
8999;2;2;2
9000;2;2;2
9001;2;1;2
9002;1;1;2
9003;2;1;1
9004;1;2;2
9005;2;2;1
9006;2;2;2
9007;2;2;1
9008;1;2;1
9009;1;1;1
9010;1;2;1
9011;2;2;2
9012;2;2;2
9013;1;1;1
9014;1;2;2
9015;1;1;2
9016;1;2;2
9017;2;1;1
9018;2;2;2
9019;1;1;2
9020;1;2;1
9021;2;2;2
9022;2;1;2
9023;1;2;2
9024;2;1;2
9025;1;2;1
9026;2;1;2
9027;2;1;1
9028;1;1;1
9029;1;1;2
9030;1;2;2
9031;2;2;1
9032;1;1;2
9033;2;1;2
9034;1;1;1
9035;2;1;2
9036;2;2;1
9037;1;1;1
9038;2;1;2
9039;2;1;1
9040;1;2;1
9041;1;1;1
9042;1;1;1
9043;1;2;1
9044;1;1;1
9045;1;2;2
9046;2;1;2
9047;1;2;1
9048;2;1;1
9049;1;1;1
9050;1;2;2
9051;2;1;1
9052;2;2;2
9053;1;2;1
9054;2;2;2
9055;1;1;1
9056;1;2;2
9057;1;2;1
9058;2;1;2
9059;2;2;2
9060;2;1;1
9061;2;2;2
9062;1;1;2
9063;2;2;2
9064;1;2;2
9065;1;1;1
9066;2;2;1
9067;1;2;1
9068;2;2;1
9069;1;2;1
9070;1;1;1
9071;2;2;2
9072;2;2;1
9073;2;2;1
9074;2;2;1
9075;2;1;2
9076;2;2;2
9077;1;2;1
9078;2;2;1
9079;1;2;1
9080;1;1;2
9081;1;2;2
9082;2;2;2
9083;2;1;2
9084;1;1;2
9085;2;1;1
9086;1;1;1
9087;2;1;1
9088;1;1;2
9089;2;2;2
9090;1;2;2
9091;1;2;2
9092;2;1;1
9093;2;2;2
9094;2;2;2
9095;1;2;2
9096;1;1;1
9097;2;2;2
9098;2;2;2
9099;1;1;1
9100;1;1;1
9101;2;2;1
9102;1;1;1
9103;1;1;1
9104;2;2;2
9105;2;1;2
9106;1;1;2
9107;1;1;1
9108;2;1;2
9109;1;2;2
9110;1;1;2
9111;1;2;1
9112;1;2;2
9113;1;1;1
9114;2;1;2
9115;2;2;2
9116;2;2;1
9117;2;2;1
9118;2;2;1
9119;2;1;1
9120;2;1;2
9121;1;2;2
9122;1;1;2
9123;2;2;1
9124;2;1;2
9125;2;1;1
9126;2;2;2
9127;2;1;1
9128;2;1;2
9129;1;1;2
9130;1;1;2
9131;1;2;1
9132;2;1;1
9133;2;1;1
9134;2;2;2
9135;2;1;1
9136;1;1;2
9137;2;1;1
9138;2;2;2
9139;2;2;1
9140;1;2;1
9141;2;1;2
9142;2;1;2
9143;2;2;1
9144;2;1;1
9145;2;1;1
9146;2;2;2
9147;2;1;1
9148;2;1;2
9149;1;2;2
9150;2;2;2
9151;1;1;1
9152;2;1;1
9153;1;2;2
9154;2;2;2
9155;2;1;2
9156;1;1;2
9157;1;1;1
9158;1;2;2
9159;1;1;2
9160;1;2;2
9161;2;1;1
9162;1;1;1
9163;2;2;1
9164;2;2;2
9165;1;2;1
9166;1;1;1
9167;2;2;2
9168;2;2;2
9169;1;2;2
9170;2;2;1
9171;1;1;2
9172;1;1;2
9173;2;1;1
9174;1;2;1
9175;2;1;1
9176;1;1;1
9177;2;1;2
9178;2;1;1
9179;1;1;2
9180;2;2;2
9181;2;2;1
9182;1;1;2
9183;1;2;2
9184;1;1;2
9185;2;1;1
9186;1;2;1
9187;1;1;2
9188;1;1;2
9189;2;1;2
9190;1;2;2
9191;2;1;2
9192;2;2;1
9193;2;2;1
9194;2;1;2
9195;1;2;1
9196;1;2;2
9197;1;2;1
9198;2;2;1
9199;1;2;1
9200;2;1;1
9201;1;2;1
9202;1;1;1
9203;2;2;2
9204;1;2;1
9205;2;2;1
9206;2;2;1
9207;1;2;2
9208;2;2;1
9209;2;1;2
9210;1;2;2
9211;1;2;2
9212;1;2;2
9213;1;1;1
9214;2;1;1
9215;1;1;2
9216;1;2;2
9217;1;1;2
9218;2;2;2
9219;2;1;2
9220;2;2;1
9221;1;1;2
9222;2;1;1
9223;1;1;1
9224;1;2;2
9225;1;1;2
9226;1;1;1
9227;2;2;2
9228;1;1;2
9229;2;2;1
9230;1;1;2
9231;1;1;2
9232;2;1;1
9233;2;2;2
9234;2;1;2
9235;1;2;2
9236;2;1;2
9237;1;1;1
9238;1;2;1
9239;2;1;1
9240;2;1;2
9241;1;1;1
9242;2;1;2
9243;1;1;2
9244;2;1;1
9245;1;1;2
9246;2;1;2
9247;2;2;1
9248;1;2;1
9249;2;1;1
9250;1;1;2
9251;1;2;2
9252;1;2;1
9253;2;2;2
9254;1;1;2
9255;2;1;2
9256;2;1;1
9257;1;1;2
9258;2;2;2
9259;1;2;1
9260;2;2;1
9261;2;1;2
9262;1;1;2
9263;2;1;2
9264;2;1;1
9265;1;2;1
9266;2;2;1
9267;1;1;2
9268;2;2;1
9269;1;2;2
9270;2;2;2
9271;1;2;2
9272;2;2;2
9273;2;2;1
9274;2;1;1
9275;2;1;1
9276;1;2;2
9277;2;2;2
9278;2;2;2
9279;2;2;1
9280;2;2;2
9281;2;1;2
9282;1;1;2
9283;2;1;2
9284;1;1;2
9285;2;2;2
9286;2;2;2
9287;1;2;2
9288;2;1;1
9289;2;1;2
9290;2;1;2
9291;1;1;1
9292;2;1;1
9293;1;2;1
9294;1;1;1
9295;2;2;2
9296;2;2;2
9297;1;1;2
9298;1;1;2
9299;1;1;2
9300;1;2;1
9301;2;2;2
9302;1;2;1
9303;2;2;2
9304;2;1;2
9305;2;1;2
9306;1;2;2
9307;2;2;1
9308;1;2;2
9309;1;1;2
9310;2;1;2
9311;2;2;2
9312;2;1;1
9313;1;1;2
9314;1;2;2
9315;1;2;2
9316;1;2;2
9317;1;2;1
9318;1;1;2
9319;1;1;2
9320;2;1;2
9321;1;1;1
9322;1;1;2
9323;2;1;2
9324;2;2;1
9325;1;1;2
9326;1;1;2
9327;2;2;2
9328;2;2;2
9329;2;2;2
9330;1;1;1
9331;2;2;1
9332;2;2;2
9333;1;1;2
9334;1;2;2
9335;1;2;1
9336;1;1;2
9337;2;2;2
9338;1;1;2
9339;2;1;1
9340;2;2;2
9341;2;1;2
9342;1;1;1
9343;2;1;2
9344;2;1;1
9345;2;2;1
9346;2;2;1
9347;1;1;1
9348;1;2;2
9349;1;1;1
9350;1;2;1
9351;2;1;2
9352;1;2;2
9353;2;2;1
9354;2;1;1
9355;2;2;1
9356;1;2;2
9357;2;1;2
9358;1;2;1
9359;2;1;2
9360;1;2;1
9361;1;2;2
9362;2;2;2
9363;2;2;2
9364;1;1;2
9365;1;1;2
9366;1;2;2
9367;1;1;1
9368;1;1;1
9369;1;2;1
9370;2;1;1
9371;1;2;2
9372;1;1;2
9373;1;2;1
9374;1;1;1
9375;2;1;2
9376;2;2;1
9377;1;1;2
9378;1;1;1
9379;1;1;1
9380;1;2;2
9381;1;2;1
9382;2;2;1
9383;2;2;1
9384;1;1;2
9385;1;2;1
9386;2;2;2
9387;2;1;1
9388;2;1;1
9389;2;1;2
9390;2;2;2
9391;1;1;1
9392;2;1;1
9393;2;2;1
9394;1;1;2
9395;2;2;1
9396;2;1;2
9397;1;2;1
9398;2;1;1
9399;1;1;1
9400;2;1;2
9401;1;2;1
9402;2;2;2
9403;1;2;1
9404;2;2;1
9405;1;2;2
9406;1;2;2
9407;2;1;1
9408;1;1;2
9409;2;2;2
9410;1;2;1
9411;1;2;1
9412;1;2;2
9413;1;1;2
9414;1;1;1
9415;2;2;1
9416;1;1;1
9417;2;2;2
9418;2;2;1
9419;2;2;1
9420;2;2;1
9421;2;2;1
9422;1;2;1
9423;1;2;1
9424;2;2;1
9425;2;2;2
9426;1;2;2
9427;1;2;2
9428;2;2;1
9429;2;2;2
9430;1;2;2
9431;1;1;1
9432;1;2;1
9433;1;1;1
